Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.799E-01, 2.749E+01, 9.308E+00, 2.274E+01, 4.326E+00, 1.188E+01, 8.889E+00, 0.000E+00, 7.004E+00, 8.198E-01, 5.337E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.327E+01
