Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 5.981E-02, 4.544E+00, 1.026E+00, 4.380E+00, 1.982E+00, 3.276E+00, 1.632E+00, 0.000E+00, 8.709E-04, 0.000E+00, 3.044E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.720E+01
