Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.888E-01, 3.423E+01, 1.189E+01, 2.203E+01, 3.866E+00, 1.308E+01, 8.805E+00, 0.000E+00, 7.530E+00, 8.695E-01, 2.334E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.026E+02
