s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-5.1417223E-004, 8.5637290E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.1331586E-004, 0.0000000E+000, 0.0000000E+000
 2.2821774E-001, 9.2066843E-001,-1.2143943E-005, 1.5589142E-002, 9.7311532E-009, 3.0259441E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.6026298E-004, 9.3654804E-001, 1.4740645E-004, 1.4740645E-004
 4.5643547E-001, 2.9460896E+000,-2.0795250E-004, 5.0361980E-002,-1.4829105E-003, 4.6562622E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.3568208E-001, 2.9952263E+000, 2.8068682E-004, 2.8068682E-004
 6.8465322E-001, 5.1349061E+000,-4.3499280E-001, 8.0365648E-002,-1.0270299E-002, 6.3220985E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9905114E+000, 4.7706408E+000, 3.9065635E-004, 3.9065635E-004
 9.1287094E-001, 7.0985570E+000,-1.1948453E+000, 1.0069447E-001,-3.0636363E-002, 7.5994582E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7600166E+000, 5.9745297E+000, 4.7474336E-004, 4.7474336E-004
 1.1410886E+000, 8.6950622E+000,-2.5506132E+000, 1.0361992E-001,-6.1868273E-002, 1.5548565E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.9565914E+000, 6.1877555E+000, 5.3537388E-004, 5.3537388E-004
 1.3693064E+000, 9.8828566E+000,-4.2512182E+000, 9.4134206E-002,-8.8419954E-002, 2.1019874E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1654025E+000, 5.6394547E+000, 5.7726498E-004, 5.7726498E-004
 1.5975242E+000, 1.0751721E+001,-4.4248849E+000, 1.0598052E-001,-9.2810853E-002, 2.3169361E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6231781E+000, 6.3423228E+000, 6.0536227E-004, 6.0536227E-004
 1.8257419E+000, 1.1350012E+001,-3.8447058E+000, 1.2626294E-001,-8.4648245E-002, 2.4219884E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3331919E+000, 7.5493433E+000, 6.2383456E-004, 6.2383456E-004
 2.0539596E+000, 1.1752322E+001,-3.2765612E+000, 1.4297174E-001,-7.7567217E-002, 2.4817821E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5436441E+000, 8.5436472E+000, 6.3581979E-004, 6.3581979E-004
 2.2821772E+000, 1.2018061E+001,-2.8449832E+000, 1.5495155E-001,-7.2141199E-002, 2.5167219E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5390948E+000, 9.2584050E+000, 6.4352964E-004, 6.4352964E-004
 2.5103951E+000, 1.2190772E+001,-3.5158727E+000, 1.4655188E-001,-7.1263669E-002, 2.5370038E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.2514550E+000, 8.7527240E+000, 6.4846189E-004, 6.4846189E-004
 2.7062552E+000, 1.3052089E+001,-4.9437630E+000, 1.3707158E-001,-7.3305313E-002, 2.5453579E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7470660E+000, 8.1746375E+000, 6.5124188E-004, 6.5124188E-004
 2.9021153E+000, 1.2677146E+001,-3.8159798E+000, 1.4962698E-001,-8.0767932E-002, 2.5469997E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1672055E+000, 8.9325723E+000, 6.5312758E-004, 6.5312758E-004
 3.0621839E+000, 1.3458744E+001,-3.0089940E+000, 1.7665332E-001,-8.7825035E-002, 2.5436646E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9253049E+000, 1.0541122E+001, 6.5420731E-004, 6.5420731E-004
 3.2222524E+000, 1.2947397E+001,-3.1564551E+000, 1.6509893E-001,-9.8833532E-002, 2.5402011E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0532305E+001, 9.8597478E+000, 6.5499237E-004, 6.5499237E-004
 3.3659773E+000, 1.3143515E+001,-3.4978416E+000, 1.6251836E-001,-1.0517520E-001, 2.5412738E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.8528340E+000, 9.7055580E+000, 6.5551268E-004, 6.5551268E-004
 3.5097022E+000, 1.2828096E+001,-3.7896099E+000, 1.5200886E-001,-1.1074480E-001, 2.5448977E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6982152E+000, 9.0822949E+000, 6.5590327E-004, 6.5590327E-004
 3.6534274E+000, 1.2664360E+001,-3.8079973E+000, 1.4880938E-001,-1.1335218E-001, 2.5499309E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0757509E+000, 8.8943701E+000, 6.5619644E-004, 6.5619644E-004
 3.7776380E+000, 1.3091622E+001,-3.6513754E+000, 1.5879102E-001,-1.1464131E-001, 2.5539576E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8880737E+000, 9.4869506E+000, 6.5639016E-004, 6.5639016E-004
 3.9018486E+000, 1.2836574E+001,-3.6789939E+000, 1.5390242E-001,-1.1784891E-001, 2.5570473E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4796234E+000, 9.1961912E+000, 6.5654130E-004, 6.5654130E-004
 4.0260592E+000, 1.2690120E+001,-3.5750080E+000, 1.5312032E-001,-1.2094958E-001, 2.5593516E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1893111E+000, 9.1498416E+000, 6.5665922E-004, 6.5665922E-004
 4.1502700E+000, 1.2606697E+001,-3.4770999E+000, 1.5325971E-001,-1.2682417E-001, 2.5605856E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1421035E+000, 9.1585935E+000, 6.5675122E-004, 6.5675122E-004
 4.2744808E+000, 1.2558974E+001,-3.4091435E+000, 1.5343542E-001,-1.3668984E-001, 2.5608862E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1495780E+000, 9.1691368E+000, 6.5682299E-004, 6.5682299E-004
 4.3986912E+000, 1.2532026E+001,-3.3831307E+000, 1.5317626E-001,-1.5133893E-001, 2.5604566E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1585821E+000, 9.1532932E+000, 6.5687897E-004, 6.5687897E-004
 4.5229020E+000, 1.2516828E+001,-3.3735400E+000, 1.5273506E-001,-1.7223699E-001, 2.5595891E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1408687E+000, 9.1263460E+000, 6.5692265E-004, 6.5692265E-004
 4.6471128E+000, 1.2508379E+001,-3.4059122E+000, 1.5155361E-001,-1.9900489E-001, 2.5585761E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.1118465E+000, 9.0575744E+000, 6.5695672E-004, 6.5695672E-004
 4.7713232E+000, 1.2503748E+001,-3.4499385E+000, 1.5003913E-001,-2.2983659E-001, 2.5576356E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0413078E+000, 8.9765698E+000, 6.5698329E-004, 6.5698329E-004
 4.8955340E+000, 1.2501326E+001,-3.4898594E+000, 1.4838232E-001,-2.6296647E-001, 2.5568999E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.9593123E+000, 8.8994392E+000, 6.5700403E-004, 6.5700403E-004
 5.0197449E+000, 1.2500152E+001,-3.5200129E+000, 1.4624324E-001,-2.9544703E-001, 2.5564002E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8816502E+000, 8.8334919E+000, 6.5702020E-004, 6.5702020E-004
 5.1439552E+000, 1.2499663E+001,-3.5427640E+000, 1.4040566E-001,-3.2592411E-001, 2.5560794E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8150356E+000, 8.7739366E+000, 6.5703281E-004, 6.5703281E-004
 5.2681661E+000, 1.2499531E+001,-3.5464752E+000, 1.2610659E-001,-3.5401277E-001, 2.5558610E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7523710E+000, 8.7277053E+000, 6.5704265E-004, 6.5704265E-004
 5.3923769E+000, 1.2499557E+001,-3.5437793E+000, 1.0199875E-001,-3.7980028E-001, 2.5556066E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7010431E+000, 8.6805318E+000, 6.5705033E-004, 6.5705033E-004
 5.5165873E+000, 1.2499638E+001,-3.5353011E+000, 6.6721443E-002,-4.0370065E-001, 2.5552270E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6499214E+000, 8.6299130E+000, 6.5705632E-004, 6.5705632E-004
 5.6407981E+000, 1.2499720E+001,-3.5252963E+000, 1.3785562E-002,-4.2791135E-001, 2.5546464E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5930290E+000, 8.5628527E+000, 6.5706099E-004, 6.5706099E-004
 5.7650089E+000, 1.2499784E+001,-3.5171029E+000,-5.0221996E-002,-4.5287789E-001, 2.5537244E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.5184397E+000, 8.4821354E+000, 6.5706463E-004, 6.5706463E-004
 5.9016404E+000, 1.2192797E+001,-3.5086362E+000,-1.2827095E-001,-4.8001656E-001, 2.5522953E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4315136E+000, 8.0784254E+000, 6.5706772E-004, 6.5706772E-004
 6.0382724E+000, 1.2332290E+001,-3.4202816E+000,-1.8978085E-001,-5.0397142E-001, 2.5503252E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0304984E+000, 8.2208067E+000, 6.5707007E-004, 6.5707007E-004
 6.1749039E+000, 1.2408413E+001,-3.4355413E+000,-2.4253422E-001,-5.2639336E-001, 2.5470089E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1794095E+000, 8.2064913E+000, 6.5707186E-004, 6.5707186E-004
 6.3115358E+000, 1.2450042E+001,-3.4665719E+000,-2.8538216E-001,-5.4889239E-001, 2.5425718E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1718014E+000, 8.1517379E+000, 6.5707322E-004, 6.5707322E-004
 6.4481678E+000, 1.2472793E+001,-3.4913959E+000,-3.1438627E-001,-5.6634415E-001, 2.5362395E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.1273715E+000, 8.1032031E+000, 6.5707425E-004, 6.5707425E-004
 6.5847993E+000, 1.2485207E+001,-3.5230003E+000,-3.3438636E-001,-5.8050301E-001, 2.5263067E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0874602E+000, 8.0498441E+000, 6.5707504E-004, 6.5707504E-004
 6.7214313E+000, 1.2491967E+001,-3.5487748E+000,-3.4636403E-001,-5.9171133E-001, 2.5127336E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0397041E+000, 8.0076295E+000, 6.5707564E-004, 6.5707564E-004
 6.8580627E+000, 1.2495628E+001,-3.5638760E+000,-3.5102732E-001,-6.0088447E-001, 2.4951533E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0022097E+000, 7.9823353E+000, 6.5707610E-004, 6.5707610E-004
 6.9946947E+000, 1.2497617E+001,-3.5790020E+000,-3.5097387E-001,-6.0951310E-001, 2.4843254E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9803982E+000, 7.9606123E+000, 6.5707644E-004, 6.5707644E-004
 7.1313262E+000, 1.2498688E+001,-3.5914616E+000,-3.4721730E-001,-6.1771892E-001, 2.5024330E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9604181E+000, 7.9447927E+000, 6.5707671E-004, 6.5707671E-004
 7.2679582E+000, 1.2499219E+001,-3.5946004E+000,-3.3960651E-001,-6.2816241E-001, 2.5189839E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9452849E+000, 7.9393684E+000, 6.5707691E-004, 6.5707691E-004
 7.4045897E+000, 1.2499523E+001,-3.5992371E+000,-3.2815257E-001,-6.3869434E-001, 2.5336036E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9419025E+000, 7.9359731E+000, 6.5707706E-004, 6.5707706E-004
 7.5412216E+000, 1.2499695E+001,-3.6011074E+000,-3.1393740E-001,-6.5072271E-001, 2.5420025E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9389996E+000, 7.9364698E+000, 6.5707718E-004, 6.5707718E-004
 7.6778536E+000, 1.2499798E+001,-3.5944941E+000,-2.9890014E-001,-6.6366917E-001, 2.5470829E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9398398E+000, 7.9452820E+000, 6.5707727E-004, 6.5707727E-004
 7.8144851E+000, 1.2499853E+001,-3.5888668E+000,-2.8455740E-001,-6.7727378E-001, 2.5503688E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9475034E+000, 7.9517056E+000, 6.5707733E-004, 6.5707733E-004
 7.9511170E+000, 1.2499871E+001,-4.8264348E+000,-2.9212776E-001,-6.9087918E-001, 2.5525405E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9533232E+000, 6.6929818E+000, 6.5707739E-004, 6.5707739E-004
 8.0877485E+000, 1.2500004E+001,-4.1342443E+000,-2.6846979E-001,-7.0340808E-001, 2.5542595E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6944570E+000, 7.3964357E+000, 6.5707742E-004, 6.5707742E-004
 8.2243805E+000, 1.2499654E+001,-3.9717452E+000,-2.5492714E-001,-7.1726805E-001, 2.5548037E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3971188E+000, 7.5582684E+000, 6.5707745E-004, 6.5707745E-004
 8.3610125E+000, 1.2499726E+001,-3.9131304E+000,-2.4391528E-001,-7.3028927E-001, 2.5554205E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5587919E+000, 7.6149470E+000, 6.5707748E-004, 6.5707748E-004
 8.4976435E+000, 1.2499873E+001,-3.8509487E+000,-2.3423896E-001,-7.4256023E-001, 2.5561074E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6158615E+000, 7.6746811E+000, 6.5707749E-004, 6.5707749E-004
 8.6342754E+000, 1.2499966E+001,-3.8049588E+000,-2.2538182E-001,-7.5455519E-001, 2.5567536E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6738723E+000, 7.7176269E+000, 6.5707751E-004, 6.5707751E-004
 8.7709074E+000, 1.2500036E+001,-3.7569027E+000,-2.1695052E-001,-7.6597296E-001, 2.5572859E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7167120E+000, 7.7627668E+000, 6.5707752E-004, 6.5707752E-004
 8.9075394E+000, 1.2500002E+001,-3.6827245E+000,-2.0833246E-001,-7.7610096E-001, 2.5576815E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7617510E+000, 7.8354020E+000, 6.5707752E-004, 6.5707752E-004
 9.0441704E+000, 1.2499933E+001,-3.6057173E+000,-2.0034685E-001,-7.8521461E-001, 2.5579198E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.8347895E+000, 7.9112118E+000, 6.5707753E-004, 6.5707753E-004
 9.1808023E+000, 1.2499815E+001,-3.5325387E+000,-1.9553681E-001,-7.9395290E-001, 2.5580019E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9099303E+000, 7.9803448E+000, 6.5707753E-004, 6.5707753E-004
 9.3174343E+000, 1.2499637E+001,-3.4649345E+000,-1.9536343E-001,-8.0223492E-001, 2.5579474E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9773014E+000, 8.0396620E+000, 6.5707754E-004, 6.5707754E-004
 9.4540663E+000, 1.2499319E+001,-3.7901597E+000,-2.1088110E-001,-8.0986506E-001, 2.5577837E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.0332861E+000, 7.6909709E+000, 6.5707754E-004, 6.5707754E-004
 9.5906982E+000, 1.2499459E+001,-3.6725778E+000,-2.3009290E-001,-8.1498381E-001, 2.5575464E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6788467E+000, 7.7843623E+000, 6.5707754E-004, 6.5707754E-004
 9.7273293E+000, 1.2497616E+001,-3.6018840E+000,-2.6509635E-001,-8.2067919E-001, 2.5572395E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7651604E+000, 7.8125140E+000, 6.5707754E-004, 6.5707754E-004
 9.8639612E+000, 1.2496335E+001,-3.5678561E+000,-3.1994674E-001,-8.2651556E-001, 2.5568894E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7843867E+000, 7.7845735E+000, 6.5707754E-004, 6.5707754E-004
 1.0000593E+001, 1.2495284E+001,-3.5420838E+000,-3.8831375E-001,-8.3309758E-001, 2.5564961E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.7482091E+000, 7.7343456E+000, 6.5707755E-004, 6.5707755E-004
 1.0137225E+001, 1.2494107E+001,-3.5366730E+000,-4.6238801E-001,-8.4132022E-001, 2.5560467E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6931129E+000, 7.6562816E+000, 6.5707755E-004, 6.5707755E-004
 1.0273856E+001, 1.2492983E+001,-3.5240944E+000,-5.2993151E-001,-8.5095286E-001, 2.5555230E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.6140739E+000, 7.5905595E+000, 6.5707755E-004, 6.5707755E-004
 1.0410488E+001, 1.2492324E+001,-3.5226682E+000,-5.8876114E-001,-8.6201436E-001, 2.5548957E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5522289E+000, 7.5214347E+000, 6.5707755E-004, 6.5707755E-004
 1.0547120E+001, 1.2492394E+001,-3.5499742E+000,-6.3972095E-001,-8.7390959E-001, 2.5541666E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4876901E+000, 7.4313433E+000, 6.5707755E-004, 6.5707755E-004
 1.0683752E+001, 1.2493405E+001,-3.5859733E+000,-6.8533813E-001,-8.8652701E-001, 2.5533405E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.4003897E+000, 7.3381204E+000, 6.5707755E-004, 6.5707755E-004
 1.0820384E+001, 1.2495159E+001,-3.6298767E+000,-7.2252821E-001,-8.9828224E-001, 2.5524682E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3115344E+000, 7.2470238E+000, 6.5707755E-004, 6.5707755E-004
 1.0957015E+001, 1.2497266E+001,-3.6829644E+000,-7.5513422E-001,-9.0897564E-001, 2.5516362E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.2248035E+000, 7.1527431E+000, 6.5707755E-004, 6.5707755E-004
 1.1093647E+001, 1.2499215E+001,-3.7269596E+000,-7.9082292E-001,-9.1761239E-001, 2.5509250E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1300140E+000, 7.0663715E+000, 6.5707755E-004, 6.5707755E-004
 1.1230279E+001, 1.2500721E+001,-3.7590571E+000,-8.2592888E-001,-9.2596924E-001, 2.5503965E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0447211E+000, 6.9923159E+000, 6.5707755E-004, 6.5707755E-004
 1.1366911E+001, 1.2502075E+001,-3.7748684E+000,-8.7062415E-001,-9.2719478E-001, 2.5500633E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9692773E+000, 6.9319378E+000, 6.5707755E-004, 6.5707755E-004
 1.1503542E+001, 1.2502245E+001,-3.7821567E+000,-9.2757397E-001,-9.2491501E-001, 2.5499448E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9046307E+000, 6.8701493E+000, 6.5707755E-004, 6.5707755E-004
 1.1640174E+001, 1.2501960E+001,-3.7844941E+000,-9.9692148E-001,-9.2107181E-001, 2.5500281E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.8379346E+000, 6.8020223E+000, 6.5707755E-004, 6.5707755E-004
 1.1776806E+001, 1.2501494E+001,-3.7781439E+000,-1.0708374E+000,-9.1749261E-001, 2.5502895E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7662827E+000, 6.7375704E+000, 6.5707755E-004, 6.5707755E-004
 1.1913438E+001, 1.2501043E+001,-3.7693980E+000,-1.1444506E+000,-9.1505750E-001, 2.5506980E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7004486E+000, 6.6746876E+000, 6.5707755E-004, 6.5707755E-004
 1.2050070E+001, 1.2500705E+001,-3.7543440E+000,-1.2107916E+000,-9.1389224E-001, 2.5512306E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6404522E+000, 6.6242281E+000, 6.5707755E-004, 6.5707755E-004
 1.2186701E+001, 1.2500379E+001,-3.7265940E+000,-1.2666718E+000,-9.1445570E-001, 2.5518666E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5933702E+000, 6.5952091E+000, 6.5707755E-004, 6.5707755E-004
 1.2323333E+001, 1.2500038E+001,-3.6953801E+000,-1.3196106E+000,-9.1587168E-001, 2.5525403E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5694724E+000, 6.5717277E+000, 6.5707755E-004, 6.5707755E-004
 1.2459965E+001, 1.2499618E+001,-3.6653759E+000,-1.3593037E+000,-9.1765448E-001, 2.5532206E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5499222E+000, 6.5598370E+000, 6.5707755E-004, 6.5707755E-004
 1.2596597E+001, 1.2499253E+001,-3.6409167E+000,-1.3992168E+000,-9.2053133E-001, 2.5538643E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5407803E+000, 6.5411417E+000, 6.5707755E-004, 6.5707755E-004
 1.2733228E+001, 1.2498932E+001,-3.6245678E+000,-1.4179012E+000,-9.2891955E-001, 2.5544596E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5276368E+000, 6.5300981E+000, 6.5707755E-004, 6.5707755E-004
 1.2869860E+001, 1.2498678E+001,-3.6139473E+000,-1.4581049E+000,-9.3223555E-001, 2.5549959E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5234662E+000, 6.4969448E+000, 6.5707755E-004, 6.5707755E-004
 1.3006492E+001, 1.2498519E+001,-3.6069326E+000,-1.4653786E+000,-9.3622534E-001, 2.5554649E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4963435E+000, 6.4925384E+000, 6.5707755E-004, 6.5707755E-004
 1.3143124E+001, 1.2498473E+001,-3.5962820E+000,-1.5101194E+000,-9.3980715E-001, 2.5558500E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4912278E+000, 6.4548203E+000, 6.5707755E-004, 6.5707755E-004
 1.3279755E+001, 1.2498506E+001,-3.5858629E+000,-1.5225924E+000,-9.4395950E-001, 2.5561413E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4532051E+000, 6.4486474E+000, 6.5707755E-004, 6.5707755E-004
 1.3416387E+001, 1.2498592E+001,-3.5826528E+000,-1.5307574E+000,-9.4918730E-001, 2.5563487E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4496313E+000, 6.4385508E+000, 6.5707755E-004, 6.5707755E-004
 1.3553019E+001, 1.2498683E+001,-3.5787295E+000,-1.5655123E+000,-9.4593070E-001, 2.5564667E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4427948E+000, 6.4110665E+000, 6.5707755E-004, 6.5707755E-004
 1.3689651E+001, 1.2498768E+001,-3.5769377E+000,-1.5742052E+000,-9.4840695E-001, 2.5564923E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4034325E+000, 6.4017744E+000, 6.5707755E-004, 6.5707755E-004
 1.3826283E+001, 1.2498803E+001,-3.5814823E+000,-1.5869383E+000,-9.4847931E-001, 2.5564236E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3958385E+000, 6.3844593E+000, 6.5707755E-004, 6.5707755E-004
 1.3962914E+001, 1.2498765E+001,-3.5842659E+000,-1.6047602E+000,-9.5827605E-001, 2.5562621E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3756522E+000, 6.3540192E+000, 6.5707755E-004, 6.5707755E-004
 1.4099545E+001, 1.2498734E+001,-3.5887732E+000,-1.6191266E+000,-9.5540046E-001, 2.5560286E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3459451E+000, 6.3379896E+000, 6.5707755E-004, 6.5707755E-004
 1.4236177E+001, 1.2498768E+001,-3.6008732E+000,-1.6383529E+000,-9.7911645E-001, 2.5557519E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3162692E+000, 6.2829807E+000, 6.5707755E-004, 6.5707755E-004
 1.4372809E+001, 1.2498924E+001,-3.6119154E+000,-1.6675863E+000,-9.6890253E-001, 2.5554718E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2774916E+000, 6.2530747E+000, 6.5707755E-004, 6.5707755E-004
 1.4509440E+001, 1.2499106E+001,-3.6257105E+000,-1.6993906E+000,-9.7588426E-001, 2.5552289E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2392714E+000, 6.2006758E+000, 6.5707755E-004, 6.5707755E-004
 1.4646072E+001, 1.2499370E+001,-3.6428413E+000,-1.7109008E+000,-9.8513610E-001, 2.5550786E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1972784E+000, 6.1630467E+000, 6.5707755E-004, 6.5707755E-004
 1.4782704E+001, 1.2499774E+001,-3.6583915E+000,-1.7223923E+000,-9.9105204E-001, 2.5550532E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1555867E+000, 6.1304931E+000, 6.5707755E-004, 6.5707755E-004
 1.4919336E+001, 1.2500257E+001,-3.6721255E+000,-1.7328921E+000,-9.9627884E-001, 2.5551701E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1240902E+000, 6.1015157E+000, 6.5707755E-004, 6.5707755E-004
 1.5055968E+001, 1.2500738E+001,-3.6815259E+000,-1.7477858E+000,-1.0008481E+000, 2.5554165E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0970508E+000, 6.0731332E+000, 6.5707755E-004, 6.5707755E-004
 1.5192599E+001, 1.2501117E+001,-3.6843753E+000,-1.7310943E+000,-1.0241060E+000, 2.5558140E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0607487E+000, 6.0640969E+000, 6.5707755E-004, 6.5707755E-004
 1.5329231E+001, 1.2501343E+001,-3.6791411E+000,-1.7628620E+000,-1.0076053E+000, 2.5562801E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.0621809E+000, 6.0542914E+000, 6.5707755E-004, 6.5707755E-004
