Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 3.271E-02, 2.500E+00, 5.509E-01, 2.443E+00, 1.203E+00, 1.779E+00, 9.550E-01, 0.000E+00, 4.210E-04, 0.000E+00, 1.739E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 9.637E+00
