s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 4.0011429E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7837874E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0567145E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3614998E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1122856E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6787451E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1678571E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1370054E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2234287E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.9509323E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2789998E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.8590204E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.3345713E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.2536894E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.3901429E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3040689E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.4457144E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1570316E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.5012855E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7077137E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.5568570E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9620876E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6124286E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3529533E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.6680002E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9301245E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.7235712E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.3557961E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.7791428E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6202327E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.8347143E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0429656E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.8902854E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4899203E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.9458570E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5817667E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0014285E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.0854119E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0570001E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.9900775E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.1125712E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.6575927E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.1681427E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.8994421E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.2237143E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.5024673E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.2792858E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.0268717E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.3348569E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.1406340E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.3904285E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.8202220E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.4460000E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.2083024E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.5015716E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6185268E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.5571427E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6761363E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.6127142E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7998798E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.6682858E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.5080526E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
