Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 9.065E-02, 5.785E+00, 1.225E+00, 5.514E+00, 2.441E+00, 3.849E+00, 1.191E+00, 0.000E+00, 1.133E-03, 0.000E+00, 3.983E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.049E+01
