Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.337E-01, 2.136E+01, 7.158E+00, 1.097E+01, 4.177E+00, 6.100E+00, 2.106E+00, 0.000E+00, 6.046E+00, 1.004E+00, 2.307E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.918E+01
