Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 7.346E-02, 3.604E+00, 8.810E-01, 4.063E+00, 1.380E+00, 2.811E+00, 8.663E-01, 0.000E+00, 6.987E-04, 0.000E+00, 2.888E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.397E+01
