Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 6.605E-02, 4.465E+00, 9.950E-01, 4.478E+00, 2.129E+00, 3.144E+00, 1.604E+00, 0.000E+00, 8.824E-04, 0.000E+00, 3.162E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.720E+01
