Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.738E-01, 2.294E+01, 6.884E+00, 1.327E+01, 2.564E+00, 7.727E+00, 3.627E+00, 0.000E+00, 5.907E+00, 3.769E-01, 3.831E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.385E+01
